Applied Filter Selection,,,,,,,,
,,,,,,,,
NE Name,NE Type,Msg Set,Msg ID,Detailed output,Severity Level,Including Ascending Severity Levels,Only events with annotation,Total Number
Parvez,PCS,140-7598,Minor,processing alarm,spwat: $SETIMR failure,VMS system service $GETJPIW failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7599,Minor,processing alarm,spwat: $SCHDWK failure,VMS system service $SCHDWK failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7600,Minor,processing alarm,slkmnm: $GETSYIW failure,VMS system service $GETSYIW failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7601,Minor,processing alarm,spguno: $GETJPIW failure,VMS system service $GETJPIW failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7602,Minor,processing alarm,spgto: $GETJPIW failure,VMS system service $GETJPIW failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7605,Minor,processing alarm,szprv: $ASCTOID failure,VMS system service $ASCTOID failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7606,Minor,processing alarm,szprv: $CHKPRO failure,VMS system service $CHKPRO failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7607,Minor,processing alarm,szaud: $SNDOPR failure,VMS system service $SNDOPR failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7608,Minor,processing alarm,szprv: $GETUAI failure,VMS system service $GETUAI failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7609,Minor,processing alarm,szprv: $HASH_PASSWORD failure,VMS system service $HASH_PASSWORD failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7610,Minor,processing alarm,$GETJPIW failed in retrieving the user's MAC priviledges,VMS system service $GETJPIW failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7612,Minor,processing alarm,$GETUAI failed in retrieving the user's clearance level,VMS system service $GETUAI failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7613,Minor,processing alarm,$GETJPIW failed in retrieving the user's process label,VMS system service $GETJPIW failed.,From Oracle doc: Examine system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7614,Minor,processing alarm,$CHANGE_CLASS failed in retrieving the user's process label,VMS system service $CHANGE_CLASS failed.,From Oracle doc: Examine system error message and refer to SEVMS documentation.,-- not available --
Parvez,PCS,140-7615,Minor,processing alarm,$CHANGE_CLASS failed in retrieving the specified file label,VMS system service $CHANGE_CLASSS failed.,From Oracle doc: Examine system error message and refer to SEVMS documentation.,-- not available --
Parvez,PCS,140-7616,Minor,processing alarm,$CHANGE_CLASS failed in retrieving the specified device label,VMS system service $CHANGE_CLASS failed.,From Oracle doc: Examine system error message and refer to SEVMS documentation.,-- not available --
Parvez,PCS,140-7617,Minor,processing alarm,$FORMAT_CLASS failed translating the binary label to a %s,VMS system service $FORMAT_CLASS failed because the given binary classification was not valid.,From Oracle doc: Examine system error message and refer to SEVMS documentation.,-- not available --
Parvez,PCS,140-7618,Minor,processing alarm,$IDTOASC failed translating a secrecy level,VMS system service $IDTOASC failed while looking up the string representation in the rights database of a secrecy level.,From Oracle doc: Define the entry in the rights database which the binary label you specified references.,-- not available --
Parvez,PCS,140-7619,Minor,processing alarm,$IDTOASC failed translating an integrity level,VMS system service $IDTOASC failed while looking up the string representation in the rights database of an integrity level.,From Oracle doc: Define the entry in the rights database which the binary label you specified references.,-- not available --
Parvez,PCS,140-7620,Minor,processing alarm,smscre: illegal database block size,"An illegal database block size was specified in the parameter file. It must be positive, a multiple of 512, and less than the maximum physical i/o data size.",From Oracle doc: Change DB_BLOCK_SIZE in the parameter file to conform to these limits.,-- not available --
Parvez,PCS,140-7621,Minor,processing alarm,smscre: illegal redo block size,An illegal redo log buffer size was specified in the parameter file. It must be positive and a multiple of 512.,From Oracle doc: Change LOG_BUFFER in the parameter file to conform to these limits.,-- not available --
Parvez,PCS,140-7622,Minor,processing alarm,smscre: $CREATE failure,"While creating the system global area (SGA) backing file, VMS system service $CREATE failed.",From Oracle doc: Examine the system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7623,Minor,processing alarm,smscre: $CRMPSC failure,"While creating the system global area (SGA), VMS system service $CRMPSC failed.",From Oracle doc: Examine the system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7624,Minor,processing alarm,smsdes: $DGBLSC failure,"While deleting the system global area (SGA), VMS system service $DGBLSC failed.",From Oracle doc: Examine the system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7625,Minor,processing alarm,smsget: $MGBLSC failure,"While mapping the system global area (SGA) during logon, VMS system service $MGBLSC failed. The usual reason is that Oracle has not been started up.",From Oracle doc: Examine the system error message and refer to VMS documentation. Start Oracle if it is not already started.,-- not available --
Parvez,PCS,140-7626,Minor,processing alarm,smsget: sga already mapped,An attempt to map the SGA during logon failed because it was already mapped. This is an internal error.,"From Oracle doc: Exit your program and try again, and report this to Oracle Customer Support.",-- not available --
Parvez,PCS,140-7627,Minor,processing alarm,smsfre: $CRETVA failure,"While unmapping the system global area (SGA) during logoff, VMS system service $CRETVA failed.",From Oracle doc: Examine the system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7628,Minor,processing alarm,smsfre: sga not mapped,An attempt to unmap the SGA during logoff failed because it was not mapped. This is an internal error.,"From Oracle doc: Exit your program and try again, and report this to Oracle Customer Support.",-- not available --
Parvez,PCS,140-7629,Minor,processing alarm,smpall: $EXPREG failure,"While extending the program global area (PGA), VMS system service $EXPREG failed. This often happens when the virtual memory page count quota is exceeded.",From Oracle doc: Examine the system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7630,Minor,processing alarm,smpdal: $DELTVA failure,"While deleting the program global area (PGA) during logoff, VMS system service $DELTVA failed.",From Oracle doc: Examine the system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7631,Minor,processing alarm,smcacx: $EXPREG failure,"While creating or extending a context area, VMS system service $EXPREG failed. This often happens when the virtual memory page count quota is exceeded.",From Oracle doc: Examine the system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7632,Minor,processing alarm,smsrcx: $DELTVA failure,"While deleting a context area, VMS system service $DELTVA failed.",From Oracle doc: Examine the system error message and refer to VMS documentation.,-- not available --
Parvez,PCS,140-7633,Minor,processing alarm,smsdbp: illegal protection value,The buffer debug function was called with an illegal value. This is an internal error.,From Oracle doc: Contact Oracle Customer Support.,-- not available --
Parvez,PCS,140-7634,Minor,processing alarm,smsdbp: $CRETVA failure,"While attempting to set protection in the database buffer debug mechanism, VMS system service $CRETVA failed.",From Oracle doc: Contact Oracle Customer Support.,-- not available --
Parvez,PCS,140-7635,Minor,processing alarm,smsdbp: $SETPRT failure,"While attempting to set protection in the database buffer debug mechanism, VMS system service $SETPRT failed.",From Oracle doc: Contact Oracle Customer Support.,-- not available --
Parvez,PCS,140-7636,Minor,processing alarm,smsdbp: $MGBLSC failure,"While attempting to set protection in the database buffer debug mechanism, VMS system service $MGBLSC failed.",From Oracle doc: Contact Oracle Customer Support.,-- not available --
Parvez,PCS,140-7637,Minor,processing alarm,smsdbp: buffer protect option not specified when sga created,An attempt was made to change the buffer protect mode when the SGA was not created with buffer protect debug option. This is an internal error.,From Oracle doc: Contact Oracle Customer Support.,-- not available --
Parvez,PCS,140-7638,Minor,processing alarm,smsget: SGA pad area not large enough for created SGA,An attempt was made to map an SGA with software in which the SGA pad area is not large enough.,"From Oracle doc: Create a smaller SGA, or relink the software with a larger pad.",-- not available --
Parvez,PCS,140-7639,Minor,processing alarm,smscre: SGA pad area not large enough (%s bytes required),An attempt was made to create an SGA with software in which the SGA pad area is not large enough.,"From Oracle doc: Create a smaller SGA, or relink the software with a larger pad.",-- not available --
Parvez,PCS,140-7640,Warning,indeterminate,smsget: SGA not yet valid. Initialization in progress,An attempt was made to map to the SGA while it was being initialized.,"From Oracle doc: Wait until initialization is complete, and try again.",-- not available --
Parvez,PCS,140-7641,Minor,processing alarm,smscre: Unable to use the system pagefile for the SGA,The system global area (SGA) backing file could not be allocated using the system pagefile because the system-wide limit on global pages has been exceeded.,From Oracle doc: Either increase the VMS system parameter GBLPAGFIL or use a disk file as the SGA backing file.,-- not available --
